text,category,clean_text,label
"Rotary airlock rotor tips worn down, causing air blow-by and loss of pressure.",wear_and_tear,rotary airlock rotor tips worn down causing air blow-by and loss of pressure,7
Chiller refrigerant suction pressure transducer leaking at process connection.,sensor_malfunction,chiller refrigerant suction pressure transducer leaking at process connection,5
"Pneumatic blower inlet bearing failure, severe shaft wobble",bearing_failure,pneumatic blower inlet bearing failure severe shaft wobble,0
Severe hydraulic leak from directional control valve block on stamping press #2.,hydraulic_leak,severe hydraulic leak from directional control valve block on stamping press 2,3
Auxiliary ventilation fan breaker tripped repeatedly; high moisture in junction box caused short.,electrical_fault,auxiliary ventilation fan breaker tripped repeatedly high moisture in junction box caused short,2
Rotary kiln girth gear teeth showing pitting and asymmetrical wear pattern.,wear_and_tear,rotary kiln girth gear teeth showing pitting and asymmetrical wear pattern,7
Internal bypass causing external housing crack on the main steering orbitrol valve.,hydraulic_leak,internal bypass causing external housing crack on the main steering orbitrol valve,3
"Cooling tower fan vibration probe reading baseline-minus, suspect loose accelerometer cable.",sensor_malfunction,cooling tower fan vibration probe reading baseline-minus suspect loose accelerometer cable,5
Slow seep at the banjo fitting on the indexer valve block.,hydraulic_leak,slow seep at the banjo fitting on the indexer valve block,3
"Air dryer dew point sensor reading -80C constantly, desiccant wet.",sensor_malfunction,air dryer dew point sensor reading -80c constantly desiccant wet,5
Emergency generator coolant temp high during weekly load bank test.,overheating,emergency generator coolant temp high during weekly load bank test,4
"Ventilation supply fan sleeve bearing dry and screeching, oiled temporarily.",bearing_failure,ventilation supply fan sleeve bearing dry and screeching oiled temporarily,0
"Split hydraulic return hose on automated palletizer arm, low pressure fault active.",hydraulic_leak,split hydraulic return hose on automated palletizer arm low pressure fault active,3
Boiler induced draft fan damper linkage bushings ovaled out with play.,wear_and_tear,boiler induced draft fan damper linkage bushings ovaled out with play,7
"Rotary screw compressor discharge air temp reaching 220°F, thermal bypass valve stuck.",overheating,rotary screw compressor discharge air temp reaching 220 f thermal bypass valve stuck,4
Cooling tower fan gear reducer pinion gear teeth are pitted and showing significant backlash.,wear_and_tear,cooling tower fan gear reducer pinion gear teeth are pitted and showing significant backlash,7
"Pneumatic cylinder internal cup seals are worn, bypassing air and losing force.",wear_and_tear,pneumatic cylinder internal cup seals are worn bypassing air and losing force,7
High resistance ground fault detected on dust collector motor leads during routine PM.,electrical_fault,high resistance ground fault detected on dust collector motor leads during routine pm,2
Severe galvanic reaction between copper pipe and steel hanger in basement utility corridor.,corrosion,severe galvanic reaction between copper pipe and steel hanger in basement utility corridor,1
Exhaust blower wheel out of balance from dust abrasion on blades.,wear_and_tear,exhaust blower wheel out of balance from dust abrasion on blades,7
"Ethernet switch port failing intermittently, causing HMI dropouts on line 1.",software_control_fault,ethernet switch port failing intermittently causing hmi dropouts on line 1,6
Pitting on the casing of chemical metering pump #2 leading to minor product leakage onto concrete pad.,corrosion,pitting on the casing of chemical metering pump 2 leading to minor product leakage onto concrete pad,1
"Gearbox lube oil temp sensor erratic, loose wiring at plug.",sensor_malfunction,gearbox lube oil temp sensor erratic loose wiring at plug,5
"Line 2 reject gate inductive proximity switch out of adjustment, missing parts.",sensor_malfunction,line 2 reject gate inductive proximity switch out of adjustment missing parts,5
Emergency generator engine accessory drive bearing squealing loudly on cold start.,bearing_failure,emergency generator engine accessory drive bearing squealing loudly on cold start,0
"TE-102 discharge temp sensor reading high by 45F, calibration check needed.",sensor_malfunction,te-102 discharge temp sensor reading high by 45f calibration check needed,5
"Conveyor 5 drive pulley bearing spalled and rattling loudly under load, needs immediate replacement.",bearing_failure,conveyor 5 drive pulley bearing spalled and rattling loudly under load needs immediate replacement,0
Chilled water pump drive end bearing is rumbling and needs replacement,bearing_failure,chilled water pump drive end bearing is rumbling and needs replacement,0
Boiler feedwater pump motor smoking on startup; winding failure confirmed via megaohm meter reading <1M ohm.,electrical_fault,boiler feedwater pump motor smoking on startup winding failure confirmed via megaohm meter reading 1m ohm,2
"Sump pump check valve flapper worn out, backflowing.",wear_and_tear,sump pump check valve flapper worn out backflowing,7
"HVAC ahu-3 supply air temp sensor reading 120F, stuck high.",sensor_malfunction,hvac ahu-3 supply air temp sensor reading 120f stuck high,5
Rotor blades on induced draft fan eroded and pitted from fly ash and moisture.,corrosion,rotor blades on induced draft fan eroded and pitted from fly ash and moisture,1
Palletizer lift motor sleeve bearing scored and binding at mid-stroke.,bearing_failure,palletizer lift motor sleeve bearing scored and binding at mid-stroke,0
"Boiler feed pump motor thermal overload relay popped, stator temp reading 240°F with IR gun.",overheating,boiler feed pump motor thermal overload relay popped stator temp reading 240 f with ir gun,4
"Cracked banjo bolt on servo valve supply line, weeping under high pressure.",hydraulic_leak,cracked banjo bolt on servo valve supply line weeping under high pressure,3
"Air compressor #3 star-delta timer relay stuck in star position, causing main breaker to trip out.",electrical_fault,air compressor 3 star-delta timer relay stuck in star position causing main breaker to trip out,2
Cooling water booster pump outboard bearing rumbling loudly; grease purged black.,bearing_failure,cooling water booster pump outboard bearing rumbling loudly grease purged black,0
"Exhaust gas temp thermocouple TC-11 broken tip, displaying max scale.",sensor_malfunction,exhaust gas temp thermocouple tc-11 broken tip displaying max scale,5
Hydraulic power unit manifold O-rings degraded and weeping oil at fittings.,wear_and_tear,hydraulic power unit manifold o-rings degraded and weeping oil at fittings,7
"Inlet temp sensor T-104 reading erratic spikes, causing unnecessary chiller trips.",sensor_malfunction,inlet temp sensor t-104 reading erratic spikes causing unnecessary chiller trips,5
"Rust flaking off structural steel supports above brine tank, dropping debris into product.",corrosion,rust flaking off structural steel supports above brine tank dropping debris into product,1
Hydraulic power unit #3 shutting down due to excessive fluid temp alarms hitting 150°F.,overheating,hydraulic power unit 3 shutting down due to excessive fluid temp alarms hitting 150 f,4
Tripped thermal overload on conveyor 6 drive; motor running hot and emitting burning smell.,electrical_fault,tripped thermal overload on conveyor 6 drive motor running hot and emitting burning smell,2
"Line 2 accumulation roller prox sensor intermittently losing target, packaging jams occurring.",sensor_malfunction,line 2 accumulation roller prox sensor intermittently losing target packaging jams occurring,5
"Silo 3 load cell summing box water ingress, weight readings fluctuating wildly.",sensor_malfunction,silo 3 load cell summing box water ingress weight readings fluctuating wildly,5
Compressor stage 2 drive end bearing spalling detected via acoustic monitoring.,bearing_failure,compressor stage 2 drive end bearing spalling detected via acoustic monitoring,0
"Exhaust blower bearing grease purged out, housing temp 105C with audible vibration.",overheating,exhaust blower bearing grease purged out housing temp 105c with audible vibration,4
"Rust scale fouling strainer basket on fuel oil supply skid, causing high differential pressure drop.",corrosion,rust scale fouling strainer basket on fuel oil supply skid causing high differential pressure drop,1
Compressor stage 2 discharge air temp alarm active; intercooler water flow restricted.,overheating,compressor stage 2 discharge air temp alarm active intercooler water flow restricted,4
"Exhaust fan 2 motor outboard bearing making high pitch squeal, checked grease level and it is dry.",bearing_failure,exhaust fan 2 motor outboard bearing making high pitch squeal checked grease level and it is dry,0
"Oxidation ditch DO probe reading erratic due to fouled membrane, needs clean/cal.",sensor_malfunction,oxidation ditch do probe reading erratic due to fouled membrane needs clean cal,5
"Mixer agitator gearbox seal leaking, oil level low, unit running hot.",overheating,mixer agitator gearbox seal leaking oil level low unit running hot,4
Conveyor line 4 divert arm actuating randomly due to noisy input signal masking in control logic.,software_control_fault,conveyor line 4 divert arm actuating randomly due to noisy input signal masking in control logic,6
Ventilation air handler motor bearings screaming and running hot; needs immediate grease.,overheating,ventilation air handler motor bearings screaming and running hot needs immediate grease,4
Hydraulic leak at rotary joint on index table rotating base.,hydraulic_leak,hydraulic leak at rotary joint on index table rotating base,3
"Leaking shaft seal on the hydraulic fan drive motor, oil dripping onto hot exhaust.",hydraulic_leak,leaking shaft seal on the hydraulic fan drive motor oil dripping onto hot exhaust,3
"Packaging line conveyor slide rails grooved deeply from friction, binding product flow.",wear_and_tear,packaging line conveyor slide rails grooved deeply from friction binding product flow,7
Exhaust scrubber fan motor making loud humming noise; tripped breaker due to single-phasing condition.,electrical_fault,exhaust scrubber fan motor making loud humming noise tripped breaker due to single-phasing condition,2
Heavy scale build-up inside 4-inch cooling water supply line causing 30% flow restriction.,corrosion,heavy scale build-up inside 4-inch cooling water supply line causing 30 flow restriction,1
ID fan #2 roller bearing running at 210F with severe axial vibration.,bearing_failure,id fan 2 roller bearing running at 210f with severe axial vibration,0
Main compressor drive motor front bearing operating at 180F with loud rhythmic knocking.,bearing_failure,main compressor drive motor front bearing operating at 180f with loud rhythmic knocking,0
Exhaust fan motor #3 drive belt stretched out and slipping under load.,wear_and_tear,exhaust fan motor 3 drive belt stretched out and slipping under load,7
Condensate return line pinhole leak due to internal corrosion near heat exchanger unit 5.,corrosion,condensate return line pinhole leak due to internal corrosion near heat exchanger unit 5,1
Sludge thickener rake drive main support bearing binding up.,bearing_failure,sludge thickener rake drive main support bearing binding up,0
Sludge press dewatering belt tracking edge frayed and worn from guide rollers.,wear_and_tear,sludge press dewatering belt tracking edge frayed and worn from guide rollers,7
"Ash handling system rotary valve tips worn down, losing airlock seal.",wear_and_tear,ash handling system rotary valve tips worn down losing airlock seal,7
"Dust collector fan inboard bearing vibrating heavily, grease contaminated.",bearing_failure,dust collector fan inboard bearing vibrating heavily grease contaminated,0
"Air handler blower bearings showing increased dB levels, time for scheduled swap out.",wear_and_tear,air handler blower bearings showing increased db levels time for scheduled swap out,7
RO system feed flow meter outputting flatline zero despite pump running at 60 Hz.,sensor_malfunction,ro system feed flow meter outputting flatline zero despite pump running at 60 hz,5
"Intermittent thermal overload trip on Chilled Water Pump 1 motor, check windings next PM.",electrical_fault,intermittent thermal overload trip on chilled water pump 1 motor check windings next pm,2
Boiler 2 burner management system PLC threw watchdog timeout fault.,software_control_fault,boiler 2 burner management system plc threw watchdog timeout fault,6
"Boiler 2 steam header pressure transmitter erratic, needs calibration check.",sensor_malfunction,boiler 2 steam header pressure transmitter erratic needs calibration check,5
"Chiller compressor drive end bearing vibrating excessively at 60Hz, high vibration alarm triggered.",bearing_failure,chiller compressor drive end bearing vibrating excessively at 60hz high vibration alarm triggered,0
"Cylinder barrel weld cracked on steer cylinder, massive oil loss under load.",hydraulic_leak,cylinder barrel weld cracked on steer cylinder massive oil loss under load,3
"Conveyor photo-eye sensor failing to register boxes due to dirty lens, clean and realign optics",sensor_malfunction,conveyor photo-eye sensor failing to register boxes due to dirty lens clean and realign optics,5
"Screw conveyor flighting worn thin near discharge chute, material carryback increasing.",wear_and_tear,screw conveyor flighting worn thin near discharge chute material carryback increasing,7
"AHU blower belt drive bearing failed catastrophically, throwing balls and seizing the shaft.",bearing_failure,ahu blower belt drive bearing failed catastrophically throwing balls and seizing the shaft,0
HVAC air handling unit belt tensioner pulley bearing squealing and seized.,wear_and_tear,hvac air handling unit belt tensioner pulley bearing squealing and seized,7
Corrosion spots perforating the bottom drain leg of Instrument Air Dryer vessel AD-01.,corrosion,corrosion spots perforating the bottom drain leg of instrument air dryer vessel ad-01,1
Slurry valve seat eroded by cavitation; cannot achieve bubble-tight shutoff.,wear_and_tear,slurry valve seat eroded by cavitation cannot achieve bubble-tight shutoff,7
Conveyor roller bearings seized up due to internal rust contamination from moisture ingress.,corrosion,conveyor roller bearings seized up due to internal rust contamination from moisture ingress,1
Centrifugal pump #2 sleeve bearing wiping due to inadequate lubrication flow.,bearing_failure,centrifugal pump 2 sleeve bearing wiping due to inadequate lubrication flow,0
"Blown hydraulic motor shaft seal on winch drum, pooling oil in bilge.",hydraulic_leak,blown hydraulic motor shaft seal on winch drum pooling oil in bilge,3
"Crusher jaw liners worn smooth in the center zone, reducing crushing efficiency.",wear_and_tear,crusher jaw liners worn smooth in the center zone reducing crushing efficiency,7
"Exhauster blower sleeve bearing low oil flow alarm active, immediate check needed.",bearing_failure,exhauster blower sleeve bearing low oil flow alarm active immediate check needed,0
"Pneumatic valve manifold solenoids running excessively hot, internal short suspected on bank B.",overheating,pneumatic valve manifold solenoids running excessively hot internal short suspected on bank b,4
Centrifuge bowl assembly main support bearing vibration tripping interlock at high speed.,bearing_failure,centrifuge bowl assembly main support bearing vibration tripping interlock at high speed,0
VFD fault code F014 on Conveyor Belt B drive; motor humming but not turning.,electrical_fault,vfd fault code f014 on conveyor belt b drive motor humming but not turning,2
"HMI screen on Line 2 conveyor locked up, requiring a hard power cycle.",software_control_fault,hmi screen on line 2 conveyor locked up requiring a hard power cycle,6
Corrosion pitting on internal walls of chemical mix tank TK-101; non-destructive testing recommended.,corrosion,corrosion pitting on internal walls of chemical mix tank tk-101 non-destructive testing recommended,1
Condenser water pump baseplate heavily corroded and grout cracked under motor mount.,corrosion,condenser water pump baseplate heavily corroded and grout cracked under motor mount,1
Exhaust fan housing on roof unit 4 has rusted completely through at the base mounting brackets.,corrosion,exhaust fan housing on roof unit 4 has rusted completely through at the base mounting brackets,1
Chilled water pump coupling spider insert is completely shredded.,wear_and_tear,chilled water pump coupling spider insert is completely shredded,7
Sorting line optical sorter PLC losing Ethernet/IP connection to cameras.,software_control_fault,sorting line optical sorter plc losing ethernet ip connection to cameras,6
"Clarifier sludge blanket level ultrasonic sensor covered in biological growth, returning false echoes.",sensor_malfunction,clarifier sludge blanket level ultrasonic sensor covered in biological growth returning false echoes,5
Boiler feed pump PLC logic inverted the start/stop state causing operator confusion.,software_control_fault,boiler feed pump plc logic inverted the start stop state causing operator confusion,6
"Rust-jacketing on structural I-beam supporting monorail hoist; integrity compromised, needs evaluation.",corrosion,rust-jacketing on structural i-beam supporting monorail hoist integrity compromised needs evaluation,1
Split in drain hose running from servo valve back to tank.,hydraulic_leak,split in drain hose running from servo valve back to tank,3
Clusher roller bearings pitted and noisy due to normal operating hours.,wear_and_tear,clusher roller bearings pitted and noisy due to normal operating hours,7
"Safety PLC on stamping press 3 threw an internal parity error, forcing an immediate E-stop state.",software_control_fault,safety plc on stamping press 3 threw an internal parity error forcing an immediate e-stop state,6
Diesel generator fuel lift pump diaphragm cracked from age.,wear_and_tear,diesel generator fuel lift pump diaphragm cracked from age,7
Conveyor merge sorting logic failing to track package IDs correctly.,software_control_fault,conveyor merge sorting logic failing to track package ids correctly,6
Sump pump float switch arm bound up by heavy mineral scale and rust deposits.,corrosion,sump pump float switch arm bound up by heavy mineral scale and rust deposits,1
"Boiler feed pump motor internal short to ground, breaker tripped instantly upon manual start.",electrical_fault,boiler feed pump motor internal short to ground breaker tripped instantly upon manual start,2
Exhaust stack guy wires showing heavy surface rust and fraying near anchor turnbuckles.,corrosion,exhaust stack guy wires showing heavy surface rust and fraying near anchor turnbuckles,1
"Megger test on conveyor drive motor #12 showed zero resistance, winding shorted to frame.",electrical_fault,megger test on conveyor drive motor 12 showed zero resistance winding shorted to frame,2
Granulator mill motor tripping thermal overloads on startup.,overheating,granulator mill motor tripping thermal overloads on startup,4
"Exhaust stack O2 sensor reporting out of range low, perform span gas calibration",sensor_malfunction,exhaust stack o2 sensor reporting out of range low perform span gas calibration,5
Centrifuge bearing vibration probe wire severed by vibrating guard.,sensor_malfunction,centrifuge bearing vibration probe wire severed by vibrating guard,5
RO water skid PLC lost time-of-day synchronization with the master plant clock.,software_control_fault,ro water skid plc lost time-of-day synchronization with the master plant clock,6
Robotic arm joint 3 servo motor thermal shutdown during palletizing cycle.,overheating,robotic arm joint 3 servo motor thermal shutdown during palletizing cycle,4
"Loose flange bolts on main pump suction port, hydraulic fluid pooling on base frame.",hydraulic_leak,loose flange bolts on main pump suction port hydraulic fluid pooling on base frame,3
Cooling tower basin level ultrasonic sensor giving erratic high/low readings during heavy rain.,sensor_malfunction,cooling tower basin level ultrasonic sensor giving erratic high low readings during heavy rain,5
Exhaust stack O2 sensor failure causing burner lockout on boiler #2.,sensor_malfunction,exhaust stack o2 sensor failure causing burner lockout on boiler 2,5
Rotary airlock valve gearbox output shaft bearing is locking up intermittently.,bearing_failure,rotary airlock valve gearbox output shaft bearing is locking up intermittently,0
"Cracked banjo fitting on steering actuator of forklift #8, fluid spraying under pressure.",hydraulic_leak,cracked banjo fitting on steering actuator of forklift 8 fluid spraying under pressure,3
Emergency generator turbocharger bearing making metallic scraping noise when winding down.,bearing_failure,emergency generator turbocharger bearing making metallic scraping noise when winding down,0
"Cracked plastic sight glass on hydraulic tank reservoir, leaking oil down side of unit.",hydraulic_leak,cracked plastic sight glass on hydraulic tank reservoir leaking oil down side of unit,3
Booster pump #2 thrust bearing failure indicated by sudden spike in casing temp.,overheating,booster pump 2 thrust bearing failure indicated by sudden spike in casing temp,4
TE-10 cooling tower makeup water temp probe sheared off in pipe elbow due to water hammer.,sensor_malfunction,te-10 cooling tower makeup water temp probe sheared off in pipe elbow due to water hammer,5
Hydraulic power unit electric motor DE bearing rumbling loudly at 1750 RPM.,bearing_failure,hydraulic power unit electric motor de bearing rumbling loudly at 1750 rpm,0
"Turbine lube oil header pressure transmitter diaphragm ruptured, oil leaking into conduit.",sensor_malfunction,turbine lube oil header pressure transmitter diaphragm ruptured oil leaking into conduit,5
"SCADA polling timeout on chilled water compressor 1, losing all real-time trend data.",software_control_fault,scada polling timeout on chilled water compressor 1 losing all real-time trend data,6
"HMI touch panel in packaging bay frozen on startup screen, reboot didn't clear.",software_control_fault,hmi touch panel in packaging bay frozen on startup screen reboot didn t clear,6
"Cracked return line fitting behind the cooling fan motor, low oil level alarm triggered.",hydraulic_leak,cracked return line fitting behind the cooling fan motor low oil level alarm triggered,3
Pitting corrosion on hydraulic power unit reservoir lid allowing moisture contamination of oil.,corrosion,pitting corrosion on hydraulic power unit reservoir lid allowing moisture contamination of oil,1
"Chiller compressor 2 suction pressure transducer erratic, unit short cycling.",sensor_malfunction,chiller compressor 2 suction pressure transducer erratic unit short cycling,5
Pallet wrapper turntable motor stalled and tripped thermal breaker; internal wiring shorted against frame.,electrical_fault,pallet wrapper turntable motor stalled and tripped thermal breaker internal wiring shorted against frame,2
"HVAC air handler supply fan bearing rumbling, high vibration in horizontal axis.",bearing_failure,hvac air handler supply fan bearing rumbling high vibration in horizontal axis,0
Severe pitting corrosion on chemical metering pump head; replacement required urgently.,corrosion,severe pitting corrosion on chemical metering pump head replacement required urgently,1
"Rotary airlock valve drive bearing seized, sheared coupling pin",bearing_failure,rotary airlock valve drive bearing seized sheared coupling pin,0
Rotary air compressor #2 shaft seal leaking oil continuously.,wear_and_tear,rotary air compressor 2 shaft seal leaking oil continuously,7
Emergency eyewash station supply pipe heavily rusted at elbow; risk of structural failure if bumped.,corrosion,emergency eyewash station supply pipe heavily rusted at elbow risk of structural failure if bumped,1
Hydraulic press cylinder wiper seal cracked and letting in grit.,wear_and_tear,hydraulic press cylinder wiper seal cracked and letting in grit,7
Assembly line indexing motor lost phase C; traced fault to loose terminal screw inside main control cabinet.,electrical_fault,assembly line indexing motor lost phase c traced fault to loose terminal screw inside main control cabinet,2
"Extruder barrel cooling fan bearing seized, thermal trip shut down line.",bearing_failure,extruder barrel cooling fan bearing seized thermal trip shut down line,0
"Palletizer lift cylinder rod scraper seal is torn, letting dust into the hydraulic gland.",wear_and_tear,palletizer lift cylinder rod scraper seal is torn letting dust into the hydraulic gland,7
Corrosion damage to safety guard mounting tabs on hydraulic press #4; guard is loose.,corrosion,corrosion damage to safety guard mounting tabs on hydraulic press 4 guard is loose,1
"Analog input card channel 4 failing on main boiler PLC, sending erratic temp readings to SCADA.",software_control_fault,analog input card channel 4 failing on main boiler plc sending erratic temp readings to scada,6
"Boiler ID fan bearing housing thermal probe disconnected, casing extremely hot.",overheating,boiler id fan bearing housing thermal probe disconnected casing extremely hot,4
Plant air compressor intake valve unloader piston seals are worn and leaking by.,wear_and_tear,plant air compressor intake valve unloader piston seals are worn and leaking by,7
Rust binding the manual override lever on pneumatic control valve PV-112.,corrosion,rust binding the manual override lever on pneumatic control valve pv-112,1
Slitter rewind motor temp limit reached after 20 mins of high speed run.,overheating,slitter rewind motor temp limit reached after 20 mins of high speed run,4
"Centrifugal compressor main shaft bearing seizing, high vibration trip activated unit.",bearing_failure,centrifugal compressor main shaft bearing seizing high vibration trip activated unit,0
"Hydraulic leak at the rod seal on lift cylinder #3, slow drip during operation.",hydraulic_leak,hydraulic leak at the rod seal on lift cylinder 3 slow drip during operation,3
High temp alarm triggered on extruder gearbox; oil cooler inlet line is restricted with scale buildup.,overheating,high temp alarm triggered on extruder gearbox oil cooler inlet line is restricted with scale buildup,4
Boiler draft fan bearing vibrating out of spec; technician noted heavy metal-on-metal sound.,bearing_failure,boiler draft fan bearing vibrating out of spec technician noted heavy metal-on-metal sound,0
"Dust collector rotary airlock rotor tips are worn down, losing differential pressure seal.",wear_and_tear,dust collector rotary airlock rotor tips are worn down losing differential pressure seal,7
"Extrusion line main drive motor temp reading 95C at 80% load, needs infrared scan to check for rotor bar issues.",overheating,extrusion line main drive motor temp reading 95c at 80 load needs infrared scan to check for rotor bar issues,4
Palletizer motor tripped thermal overload; insulation breakdown detected on lead wire inside terminal box.,electrical_fault,palletizer motor tripped thermal overload insulation breakdown detected on lead wire inside terminal box,2
"Centrifugal pump impeller vanes heavily eroded from abrasive slurry, low discharge pressure.",wear_and_tear,centrifugal pump impeller vanes heavily eroded from abrasive slurry low discharge pressure,7
"Cooling tower fan 3 vibration switch interlock bypassed in PLC logic by night shift, needs investigation.",software_control_fault,cooling tower fan 3 vibration switch interlock bypassed in plc logic by night shift needs investigation,6
"Blown glass fuse in PLC cabinet for packaging line, sourcing replacement part.",electrical_fault,blown glass fuse in plc cabinet for packaging line sourcing replacement part,2
"Booster pump 2 suction pressure gauge erratic, probable air trapped in sense line.",sensor_malfunction,booster pump 2 suction pressure gauge erratic probable air trapped in sense line,5
Safety PLC interrupter circuit dropping out randomly due to firmware bug.,software_control_fault,safety plc interrupter circuit dropping out randomly due to firmware bug,6
Chiller 2 refrigerant liquid line temp sensor shorted to ground.,sensor_malfunction,chiller 2 refrigerant liquid line temp sensor shorted to ground,5
Erroneous control logic causing tank 3 fill valve to cycle rapidly.,software_control_fault,erroneous control logic causing tank 3 fill valve to cycle rapidly,6
Exhaust fan on paint booth motor seized from heat and lack of lubrication.,overheating,exhaust fan on paint booth motor seized from heat and lack of lubrication,4
"Compressor 1 PLC internal battery low, holding register data lost on reboot.",software_control_fault,compressor 1 plc internal battery low holding register data lost on reboot,6
"Sifter #2 screen tensioners stripped and worn out, mesh keeps going slack.",wear_and_tear,sifter 2 screen tensioners stripped and worn out mesh keeps going slack,7
Vacuum pump motor bearing seizing intermittently during high vacuum draw cycles.,bearing_failure,vacuum pump motor bearing seizing intermittently during high vacuum draw cycles,0
"Feed water pump outboard bearing temp spiked to 195F, vibration alarms active.",bearing_failure,feed water pump outboard bearing temp spiked to 195f vibration alarms active,0
Conveyor belt 2 stopped mid-shift due to PLC ladder logic arithmetic overflow in speed tracking block.,software_control_fault,conveyor belt 2 stopped mid-shift due to plc ladder logic arithmetic overflow in speed tracking block,6
"Conveyor line B proximity sensor lost signal, stopping pallet indexing at station 4.",sensor_malfunction,conveyor line b proximity sensor lost signal stopping pallet indexing at station 4,5
Exhaust blower #2 bearing making metallic grinding noise under load.,bearing_failure,exhaust blower 2 bearing making metallic grinding noise under load,0
"Vacuum pump vane tips worn down, pulling only 18 inHg instead of standard 26 inHg.",wear_and_tear,vacuum pump vane tips worn down pulling only 18 inhg instead of standard 26 inhg,7
"Crushed O-ring in sandwich valve stack, hydraulic power pack #3.",hydraulic_leak,crushed o-ring in sandwich valve stack hydraulic power pack 3,3
"Injection molding machine hydraulic oil cooler fouled, operating 30 degrees above normal.",overheating,injection molding machine hydraulic oil cooler fouled operating 30 degrees above normal,4
Heavy corrosion on manual chain hoist gears; unit fails drop test and must be removed from service.,corrosion,heavy corrosion on manual chain hoist gears unit fails drop test and must be removed from service,1
RO reject flow meter displaying zero GPM despite clear flow through rotameter.,sensor_malfunction,ro reject flow meter displaying zero gpm despite clear flow through rotameter,5
"Primary crusher gear teeth pitting visibly on pinion gear, schedule rebuild soon.",wear_and_tear,primary crusher gear teeth pitting visibly on pinion gear schedule rebuild soon,7
"Exhaust blower belt drive pillow block bearing cracked housing, severe misalignment noted.",bearing_failure,exhaust blower belt drive pillow block bearing cracked housing severe misalignment noted,0
Exhaust duct flexible connection torn from vibration fatigue.,wear_and_tear,exhaust duct flexible connection torn from vibration fatigue,7
"Severe scaling inside domestic hot water heater tank bottom, flush required.",corrosion,severe scaling inside domestic hot water heater tank bottom flush required,1
"Supply hose chafing against cable tray, resulting in a pinhole hydraulic leak near press brake #1.",hydraulic_leak,supply hose chafing against cable tray resulting in a pinhole hydraulic leak near press brake 1,3
Blown 15A control fuse on Exhaust Fan #2 starter; traced to intermittent short in damper actuator wiring.,electrical_fault,blown 15a control fuse on exhaust fan 2 starter traced to intermittent short in damper actuator wiring,2
"Hydraulic press ram seal weeping fluid, gland packing worn past service limit.",wear_and_tear,hydraulic press ram seal weeping fluid gland packing worn past service limit,7
"Drive-end bearing on cooling tower fan #1 failed, loud grinding noise reported by ops.",bearing_failure,drive-end bearing on cooling tower fan 1 failed loud grinding noise reported by ops,0
"Furnace zone 3 thermocouple open circuit, high temp alarm active.",sensor_malfunction,furnace zone 3 thermocouple open circuit high temp alarm active,5
Internal scale build-up in condensate return line restricting flow back to the boiler room.,corrosion,internal scale build-up in condensate return line restricting flow back to the boiler room,1
Loose bulkhead fitting where hydraulic lines pass through chassis of gantry crane.,hydraulic_leak,loose bulkhead fitting where hydraulic lines pass through chassis of gantry crane,3
Line 4 accumulation table photo-eyes out of sync in PLC scan cycle.,software_control_fault,line 4 accumulation table photo-eyes out of sync in plc scan cycle,6
Tripped molded case circuit breaker on dust collector blower; reset and logged thermal trip.,electrical_fault,tripped molded case circuit breaker on dust collector blower reset and logged thermal trip,2
Conveyor belt transfer station control panel lost 24V DC power; primary fuse blown due to pinched sensor wire.,electrical_fault,conveyor belt transfer station control panel lost 24v dc power primary fuse blown due to pinched sensor wire,2
"Palletizer index cylinder rod wiper seal missing, dirt entering cylinder bore.",wear_and_tear,palletizer index cylinder rod wiper seal missing dirt entering cylinder bore,7
"Hydraulic oil pooling under pump skid unit B, fittings loose on suction line.",hydraulic_leak,hydraulic oil pooling under pump skid unit b fittings loose on suction line,3
"Cooling tower fan gearbox oil temp high, sight glass shows milky fluid.",overheating,cooling tower fan gearbox oil temp high sight glass shows milky fluid,4
Extruder 2 heater zone temperature controller lost calibration parameters in non-volatile RAM.,software_control_fault,extruder 2 heater zone temperature controller lost calibration parameters in non-volatile ram,6
"Hydraulic press tonnage pressure transducer failing calibration, output drifting under load.",sensor_malfunction,hydraulic press tonnage pressure transducer failing calibration output drifting under load,5
"Wiring fault inside junction box for chilled water valve actuator, intermittent signal loss.",electrical_fault,wiring fault inside junction box for chilled water valve actuator intermittent signal loss,2
Exhaust scrubber fan motor stalled; thermal overload relay popped.,electrical_fault,exhaust scrubber fan motor stalled thermal overload relay popped,2
"Cooling tower fan 2 speed feedback missing on SCADA graphic, loop dead.",software_control_fault,cooling tower fan 2 speed feedback missing on scada graphic loop dead,6
"Air handler supply air temp sensor reading 15F high, causing economizer to stay closed.",sensor_malfunction,air handler supply air temp sensor reading 15f high causing economizer to stay closed,5
"Primary PLC battery backup failed, wiping recipe data during the overnight shutdown.",software_control_fault,primary plc battery backup failed wiping recipe data during the overnight shutdown,6
"Sludge dewatering centrifuge drive bearing temp spiked to 85°C, shut down for inspection.",overheating,sludge dewatering centrifuge drive bearing temp spiked to 85 c shut down for inspection,4
Severe corrosion on the baseplate of Conveyor C-12 drive motor; anchor bolts are rusted through.,corrosion,severe corrosion on the baseplate of conveyor c-12 drive motor anchor bolts are rusted through,1
Splitting outer jacket and spraying oil from the main feed hose on unit 9.,hydraulic_leak,splitting outer jacket and spraying oil from the main feed hose on unit 9,3
